smiles,性质分类,性质名,值,单位
*OCCSSCCOC(=O)CCC(*)=O,结构性质,Mean Squared End-to-End Distance,23.903409591674805,nm²
*OCCSSCCOC(=O)CCC(*)=O,分子量信息,Molecular Weight Monomer 1,236.31400000000008,g/mol
*OCCSSCCOC(=O)CCC(*)=O,分子量信息,Number Average Molecular Weight,9010.001999999971,g/mol
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Pairwise Thermal Conductivity,0.0600788911329916,W/m·K
*OCCSSCCOC(=O)CCC(*)=O,分子量信息,Polydispersity Index,0.9999999999999998,
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Potential Energy Thermal Conductivity,-0.012940081,W/m·K
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Dipole Moment Monomer 1,2.40088045072188,Debye
*OCCSSCCOC(=O)CCC(*)=O,结构性质,QM HOMO Energy Monomer 1,-9.33169626,eV
*OCCSSCCOC(=O)CCC(*)=O,结构性质,QM LUMO Energy Monomer 1,1.0020744759793034,eV
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability Monomer 1,21.983111895439283,a.u.
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability XX Component Monomer 1,22.6238681107474,a.u.
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability XY Component Monomer 1,0.3765736114789603,a.u.
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability XZ Component Monomer 1,1.0845835607698608,a.u.
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability YY Component Monomer 1,22.661025701841623,a.u.
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability YZ Component Monomer 1,1.7924867317547468,a.u.
*OCCSSCCOC(=O)CCC(*)=O,量子化学性质,QM Polarizability ZZ Component Monomer 1,20.66444187372884,a.u.
*OCCSSCCOC(=O)CCC(*)=O,结构性质,QM Total Energy Monomer 1,-3704592.061,Hartree
*OCCSSCCOC(=O)CCC(*)=O,结构性质,Radius of Gyration,21.570619959999995,nm
*OCCSSCCOC(=O)CCC(*)=O,光学性质,Refractive Index,1.516405179843778,
*OCCSSCCOC(=O)CCC(*)=O,结构性质,Scaled Radius of Gyration,0.0914171536177755,
*OCCSSCCOC(=O)CCC(*)=O,动力学性质,Self-Diffusion Coefficient,5.980004518327637e-13,cm2/s
*OCCSSCCOC(=O)CCC(*)=O,电学性质,Static Dielectric Constant,2.0944945543778943,
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Temperature,300.0,K
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Tg Fit RMSE,0.0363399704744484,
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Thermal Conductivity,0.1827421775234397,W/m·K
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Thermal Expansion Coefficient Above Tg,-0.000841711,1/K
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Thermal Expansion Coefficient Below Tg,-0.000275611,1/K
*OCCSSCCOC(=O)CCC(*)=O,热力学性质,Volume Expansion Coefficient,0.0003510262863409,1/K
*OCCSSCCOC(=O)CCC(*)=O,分子量信息,Weight Average Molecular Weight,9010.001999999971,g/mol
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Angle Thermal Conductivity,0.0614868178779891,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Bond Thermal Conductivity,0.0574309830505222,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,电学性质,DC Dielectric Constant,3.155681618861643,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,物理性质,Density,1.221410681,g/cm³
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Dihedral Thermal Conductivity,0.02267538599972,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Improper Thermal Conductivity,9.245883625611414e-05,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,物理性质,Initial Density,0.05,g/cm³
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Isobaric Heat Capacity,2542.326498269396,J/mol·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Isochoric Heat Capacity,2503.51881484993,J/mol·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,K-space Thermal Conductivity,0.0014798442070485,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Kinetic Energy Thermal Conductivity,0.0084768851900211,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Linear Expansion Coefficient,6.858521291045506e-05,1/K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,结构性质,Mean Squared End-to-End Distance,23.337425243377684,nm²
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,分子量信息,Molecular Weight Monomer 1,360.38699999999983,g/mol
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,分子量信息,Number Average Molecular Weight,8679.358000000011,g/mol
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Pairwise Thermal Conductivity,0.046882648716004,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,分子量信息,Polydispersity Index,1.0000000000000002,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Potential Energy Thermal Conductivity,0.0014525674721693,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Dipole Moment Monomer 1,5.084184034306559,Debye
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,结构性质,QM HOMO Energy Monomer 1,-9.005992938,eV
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,结构性质,QM LUMO Energy Monomer 1,0.5765802190759515,eV
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability Monomer 1,37.34646342377281,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability XX Component Monomer 1,46.741670542535786,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability XY Component Monomer 1,0.2185932408985125,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability XZ Component Monomer 1,-1.906545289,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability YY Component Monomer 1,33.65072139511415,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability YZ Component Monomer 1,0.0335813860961301,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,量子化学性质,QM Polarizability ZZ Component Monomer 1,31.646998333668503,a.u.
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,结构性质,QM Total Energy Monomer 1,-4061458.843,Hartree
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,结构性质,Radius of Gyration,22.088948354999992,nm
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,光学性质,Refractive Index,1.5514977834215455,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,结构性质,Scaled Radius of Gyration,0.0957375872825411,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,动力学性质,Self-Diffusion Coefficient,4.3327777991148084e-13,cm2/s
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,电学性质,Static Dielectric Constant,1.7485362468996737,
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Temperature,300.0,K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Thermal Conductivity,0.1999775913497306,W/m·K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,热力学性质,Volume Expansion Coefficient,0.0002057556387313,1/K
*Oc1ccc(S(=O)(=O)c2ccc(OC(=O)CCC(*)=O)c(C)c2)cc1C,分子量信息,Weight Average Molecular Weight,8679.358000000013,g/mol
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Angle Thermal Conductivity,0.0760603182251282,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Bond Thermal Conductivity,0.0768901559050632,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,电学性质,DC Dielectric Constant,3.5453382406985803,
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,物理性质,Density,1.264129591,g/cm³
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Dihedral Thermal Conductivity,0.0378152613291789,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Glass Transition Temperature,517.8889368470648,K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Improper Thermal Conductivity,0.0003907386711097,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,物理性质,Initial Density,0.05,g/cm³
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Isobaric Heat Capacity,2684.660671185505,J/mol·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Isochoric Heat Capacity,2598.938639799077,J/mol·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,K-space Thermal Conductivity,0.0017755588722556,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Kinetic Energy Thermal Conductivity,0.0055615368698847,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Linear Expansion Coefficient,9.49181321771397e-05,1/K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,结构性质,Mean Squared End-to-End Distance,21.49516648864746,nm²
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,分子量信息,Molecular Weight Monomer 1,242.23000000000005,g/mol
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,分子量信息,Number Average Molecular Weight,8508.120000000028,g/mol
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Pairwise Thermal Conductivity,0.0528518332582908,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,分子量信息,Polydispersity Index,1.0000000000000004,
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Potential Energy Thermal Conductivity,0.0003991451104941,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Dipole Moment Monomer 1,4.148622017933405,Debye
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,结构性质,QM HOMO Energy Monomer 1,-8.145251138,eV
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,结构性质,QM LUMO Energy Monomer 1,0.6881992741339523,eV
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability Monomer 1,27.209361521362897,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability XX Component Monomer 1,39.673295680043466,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability XY Component Monomer 1,1.397976398537626,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability XZ Component Monomer 1,-0.27297076,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability YY Component Monomer 1,23.53760763634936,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability YZ Component Monomer 1,2.9033441650345964,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,量子化学性质,QM Polarizability ZZ Component Monomer 1,18.41718124769588,a.u.
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,结构性质,QM Total Energy Monomer 1,-2210881.655,Hartree
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,结构性质,Radius of Gyration,21.36209790500001,nm
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,光学性质,Refractive Index,1.635337595214852,
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,结构性质,Scaled Radius of Gyration,0.093700894574777,
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,动力学性质,Self-Diffusion Coefficient,4.2240048510429413e-13,cm2/s
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,电学性质,Static Dielectric Constant,1.8710091903754853,
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Temperature,300.0,K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Tg Fit RMSE,0.0272574938138119,
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Thermal Conductivity,0.2517445482414057,W/m·K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Thermal Expansion Coefficient Above Tg,-0.000803617,1/K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Thermal Expansion Coefficient Below Tg,-0.000273374,1/K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,热力学性质,Volume Expansion Coefficient,0.0002847543965314,1/K
*Oc1ccc2ccc(OC(=O)CCC(*)=O)cc2c1,分子量信息,Weight Average Molecular Weight,8508.120000000032,g/mol
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Angle Thermal Conductivity,0.0658581929747898,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Bond Thermal Conductivity,0.0769774030412017,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,电学性质,DC Dielectric Constant,3.058547400462189,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,物理性质,Density,1.146987329,g/cm³
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Dihedral Thermal Conductivity,0.0367526071910242,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Glass Transition Temperature,477.8431851181268,K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Improper Thermal Conductivity,0.0004060722958187,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,物理性质,Initial Density,0.05,g/cm³
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Isobaric Heat Capacity,2880.195247471956,J/mol·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Isochoric Heat Capacity,2804.579308045537,J/mol·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,K-space Thermal Conductivity,-0.001681864,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Kinetic Energy Thermal Conductivity,0.0105241009231397,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Linear Expansion Coefficient,8.94338730779106e-05,1/K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,Mean Squared End-to-End Distance,28.982296095848085,nm²
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Molecular Weight Monomer 1,310.34899999999965,g/mol
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Number Average Molecular Weight,7478.446000000008,g/mol
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Pairwise Thermal Conductivity,0.0602713891124906,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Polydispersity Index,1.0000000000000002,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Potential Energy Thermal Conductivity,0.0004592124464695,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Dipole Moment Monomer 1,1.2681524365514665,Debye
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,QM HOMO Energy Monomer 1,-8.333544409,eV
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,QM LUMO Energy Monomer 1,1.588657158167275,eV
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability Monomer 1,35.02697616969423,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability XX Component Monomer 1,45.07548189062015,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability XY Component Monomer 1,-0.488027422,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability XZ Component Monomer 1,-3.551112607,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability YY Component Monomer 1,32.62272692111456,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability YZ Component Monomer 1,0.0359464477702621,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability ZZ Component Monomer 1,27.38271969734796,a.u.
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,QM Total Energy Monomer 1,-2724071.907,Hartree
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,Radius of Gyration,22.09089507999999,nm
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,光学性质,Refractive Index,1.5667410051416366,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,Scaled Radius of Gyration,0.1046951336764166,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,动力学性质,Self-Diffusion Coefficient,3.535334740193336e-13,cm2/s
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,电学性质,Static Dielectric Constant,1.6038700232699634,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Temperature,300.0,K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Tg Fit RMSE,0.0199698999379428,
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Thermal Conductivity,0.249567114268474,W/m·K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Thermal Expansion Coefficient Above Tg,-0.000797629,1/K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Thermal Expansion Coefficient Below Tg,-0.000294259,1/K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Volume Expansion Coefficient,0.0002683016192337,1/K
*Oc1ccc(C(C)(C)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Weight Average Molecular Weight,7478.446000000009,g/mol
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Angle Thermal Conductivity,0.0599428854408123,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Bond Thermal Conductivity,0.0604932421150044,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,电学性质,DC Dielectric Constant,3.0780720476337544,
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,物理性质,Density,1.147148762,g/cm³
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Dihedral Thermal Conductivity,0.0290647623200816,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Glass Transition Temperature,565.432081756303,K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Improper Thermal Conductivity,0.0004630604773433,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,物理性质,Initial Density,0.05,g/cm³
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Isobaric Heat Capacity,2856.0042108779667,J/mol·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Isochoric Heat Capacity,2791.5134881576905,J/mol·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,K-space Thermal Conductivity,0.0002977007056288,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Kinetic Energy Thermal Conductivity,0.0064773074445938,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Linear Expansion Coefficient,8.454512299772732e-05,1/K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,Mean Squared End-to-End Distance,15.223693785190582,nm²
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Molecular Weight Monomer 1,372.4199999999997,g/mol
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Number Average Molecular Weight,7850.890000000024,g/mol
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Pairwise Thermal Conductivity,0.0541725998133119,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,分子量信息,Polydispersity Index,1.0000000000000002,
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Potential Energy Thermal Conductivity,0.0038518473864454,W/m·K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Dipole Moment Monomer 1,3.186273556460043,Debye
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,QM HOMO Energy Monomer 1,-8.466799757,eV
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,QM LUMO Energy Monomer 1,1.2872263115619715,eV
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability Monomer 1,43.24592454661084,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability XX Component Monomer 1,50.89013941789433,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability XY Component Monomer 1,-0.999084362,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability XZ Component Monomer 1,-1.801643966,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability YY Component Monomer 1,43.84014763006213,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability YZ Component Monomer 1,2.226913366222291,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,量子化学性质,QM Polarizability ZZ Component Monomer 1,35.00748659187605,a.u.
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,QM Total Energy Monomer 1,-3227762.165,Hartree
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,Radius of Gyration,19.686611100000004,nm
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,光学性质,Refractive Index,1.5868968553772065,
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,结构性质,Scaled Radius of Gyration,0.0906190753858252,
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,动力学性质,Self-Diffusion Coefficient,2.618512954109737e-13,cm2/s
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,电学性质,Static Dielectric Constant,1.5598304180276878,
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Temperature,300.0,K
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Tg Fit RMSE,0.0195721484154467,
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)CCC(*)=O)cc2)cc1,热力学性质,Thermal Conductivity,0.2147634057032219,W/m·K
